No.,Time,Source,Destination,Protocol,Length,Info,attack
3907,96.949044999,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 53841; Unit:   1, Func:   6: Write Single Register",0
3908,96.949382885,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 53841; Unit:   1, Func:   6: Write Single Register",0
3909,96.992723761,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=18865 Ack=20699 Win=64256 Len=0 TSval=4162729585 TSecr=2257569030,0
3910,97.254479078,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 23775; Unit:   1, Func:   3: Read Holding Registers",0
3911,97.255107454,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 23775; Unit:   1, Func:   3: Read Holding Registers",0
3912,97.255495072,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=18877 Ack=20718 Win=64256 Len=0 TSval=4162729848 TSecr=2257569336,0
3913,97.255787869,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 22307; Unit:   1, Func:   6: Write Single Register",0
3914,97.256353248,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 22307; Unit:   1, Func:   6: Write Single Register",0
3915,97.256972029,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 13873; Unit:   1, Func:   6: Write Single Register",0
3916,97.257306331,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 13873; Unit:   1, Func:   6: Write Single Register",0
3917,97.257867809,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 15559; Unit:   1, Func:   6: Write Single Register",0
3918,97.258224646,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 15559; Unit:   1, Func:   6: Write Single Register",0
3919,97.259560069,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 63241; Unit:   1, Func:   6: Write Single Register",0
3920,97.259846807,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 63241; Unit:   1, Func:   6: Write Single Register",0
3921,97.260488684,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 14664; Unit:   1, Func:   6: Write Single Register",0
3922,97.260774612,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 14664; Unit:   1, Func:   6: Write Single Register",0
3923,97.303841469,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=18937 Ack=20778 Win=64256 Len=0 TSval=4162729897 TSecr=2257569342,0
3924,97.462941042,192.168.56.112,192.168.56.240,TCP,74,"[TCP Retransmission] 502  >  14429 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3234623234 TSecr=1703552571 WS=128",0
3925,97.68927742,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 19555; Unit:   1, Func:   3: Read Holding Registers",0
3926,97.690027535,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 19555; Unit:   1, Func:   3: Read Holding Registers",0
3927,97.690467472,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=18949 Ack=20797 Win=64256 Len=0 TSval=4162730283 TSecr=2257569771,0
3928,97.690890491,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 51556; Unit:   1, Func:   6: Write Single Register",0
3929,97.691301382,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 51556; Unit:   1, Func:   6: Write Single Register",0
3930,97.692037047,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 39887; Unit:   1, Func:   6: Write Single Register",0
3931,97.692421539,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 39887; Unit:   1, Func:   6: Write Single Register",0
3932,97.692880536,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 20803; Unit:   1, Func:   6: Write Single Register",0
3933,97.693174738,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 20803; Unit:   1, Func:   6: Write Single Register",0
3934,97.693816129,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 38660; Unit:   1, Func:   6: Write Single Register",0
3935,97.694119089,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 38660; Unit:   1, Func:   6: Write Single Register",0
3936,97.694788704,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 48842; Unit:   1, Func:   6: Write Single Register",0
3937,97.69509891,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 48842; Unit:   1, Func:   6: Write Single Register",0
3938,97.722750515,PcsCompu_74:96:2b,Broadcast,ARP,42,Who has 192.168.56.234? Tell 192.168.56.112,0
3939,97.739848665,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19009 Ack=20857 Win=64256 Len=0 TSval=4162730333 TSecr=2257569776,0
3940,97.918713301,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 52395; Unit:   1, Func:   3: Read Holding Registers",0
3941,97.919377642,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 52395; Unit:   1, Func:   3: Read Holding Registers",0
3942,97.91979252,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19021 Ack=20876 Win=64256 Len=0 TSval=4162730513 TSecr=2257570000,0
3943,97.919792581,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 62347; Unit:   1, Func:   6: Write Single Register",0
3944,97.920844713,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 62347; Unit:   1, Func:   6: Write Single Register",0
3945,97.921304206,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 52735; Unit:   1, Func:   6: Write Single Register",0
3946,97.921643927,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 52735; Unit:   1, Func:   6: Write Single Register",0
3947,97.922146646,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 36456; Unit:   1, Func:   6: Write Single Register",0
3948,97.922442582,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 36456; Unit:   1, Func:   6: Write Single Register",0
3949,97.922840682,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  6999; Unit:   1, Func:   6: Write Single Register",0
3950,97.92310772,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  6999; Unit:   1, Func:   6: Write Single Register",0
3951,97.923703062,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 33608; Unit:   1, Func:   6: Write Single Register",0
3952,97.923981056,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 33608; Unit:   1, Func:   6: Write Single Register",0
3953,97.967653057,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19081 Ack=20936 Win=64256 Len=0 TSval=4162730561 TSecr=2257570005,0
3954,98.229648805,192.168.56.112,192.168.56.252,TCP,74,"[TCP Retransmission] 502  >  23989 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3657719759 TSecr=1703552597 WS=128",0
3955,98.346230141,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 34098; Unit:   1, Func:   3: Read Holding Registers",0
3956,98.347049897,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 34098; Unit:   1, Func:   3: Read Holding Registers",0
3957,98.347721245,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19093 Ack=20955 Win=64256 Len=0 TSval=4162730941 TSecr=2257570428,0
3958,98.34818603,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 30250; Unit:   1, Func:   6: Write Single Register",0
3959,98.348772078,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 30250; Unit:   1, Func:   6: Write Single Register",0
3960,98.349468246,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 59011; Unit:   1, Func:   6: Write Single Register",0
3961,98.349840607,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 59011; Unit:   1, Func:   6: Write Single Register",0
3962,98.35045902,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 41231; Unit:   1, Func:   6: Write Single Register",0
3963,98.35089024,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 41231; Unit:   1, Func:   6: Write Single Register",0
3964,98.351683111,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 31765; Unit:   1, Func:   6: Write Single Register",0
3965,98.352064752,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 31765; Unit:   1, Func:   6: Write Single Register",0
3966,98.352799164,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 16337; Unit:   1, Func:   6: Write Single Register",0
3967,98.353262172,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 16337; Unit:   1, Func:   6: Write Single Register",0
3968,98.395465248,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19153 Ack=21015 Win=64256 Len=0 TSval=4162730989 TSecr=2257570434,0
3969,98.423960865,192.168.56.112,192.168.56.232,TCP,74,"[TCP Retransmission] 502  >  7648 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3044828105 TSecr=1703552601 WS=128",0
3970,98.743130882,PcsCompu_74:96:2b,Broadcast,ARP,42,Who has 192.168.56.234? Tell 192.168.56.112,0
3971,98.774135907,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 47527; Unit:   1, Func:   3: Read Holding Registers",0
3972,98.774745119,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 47527; Unit:   1, Func:   3: Read Holding Registers",0
3973,98.775126708,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19165 Ack=21034 Win=64256 Len=0 TSval=4162731368 TSecr=2257570856,0
3974,98.775394135,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  3108; Unit:   1, Func:   6: Write Single Register",0
3975,98.775788842,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  3108; Unit:   1, Func:   6: Write Single Register",0
3976,98.77615763,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  7279; Unit:   1, Func:   6: Write Single Register",0
3977,98.776609567,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  7279; Unit:   1, Func:   6: Write Single Register",0
3978,98.777168083,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  5925; Unit:   1, Func:   6: Write Single Register",0
3979,98.777621343,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  5925; Unit:   1, Func:   6: Write Single Register",0
3980,98.778678136,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:   328; Unit:   1, Func:   6: Write Single Register",0
3981,98.779015845,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:   328; Unit:   1, Func:   6: Write Single Register",0
3982,98.779818722,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 41667; Unit:   1, Func:   6: Write Single Register",0
3983,98.780124735,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 41667; Unit:   1, Func:   6: Write Single Register",0
3984,98.823717281,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19225 Ack=21094 Win=64256 Len=0 TSval=4162731417 TSecr=2257570861,0
3985,99.2891127,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 61472; Unit:   1, Func:   3: Read Holding Registers",0
3986,99.290044008,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 61472; Unit:   1, Func:   3: Read Holding Registers",0
3987,99.290445993,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19237 Ack=21113 Win=64256 Len=0 TSval=4162731884 TSecr=2257571371,0
3988,99.290715022,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 30816; Unit:   1, Func:   6: Write Single Register",0
3989,99.291043585,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 30816; Unit:   1, Func:   6: Write Single Register",0
3990,99.291814085,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 22955; Unit:   1, Func:   6: Write Single Register",0
3991,99.292132569,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 22955; Unit:   1, Func:   6: Write Single Register",0
3992,99.292595673,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 21757; Unit:   1, Func:   6: Write Single Register",0
3993,99.292845146,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 21757; Unit:   1, Func:   6: Write Single Register",0
3994,99.293230331,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 55357; Unit:   1, Func:   6: Write Single Register",0
3995,99.293485984,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 55357; Unit:   1, Func:   6: Write Single Register",0
3996,99.293943749,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 62069; Unit:   1, Func:   6: Write Single Register",0
3997,99.294182758,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 62069; Unit:   1, Func:   6: Write Single Register",0
3998,99.335078178,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19297 Ack=21173 Win=64256 Len=0 TSval=4162731929 TSecr=2257571375,0
3999,99.719229451,LCFCHeFe_6f:59:d0,PcsCompu_74:96:2b,ARP,60,192.168.56.234 is at 1e:a1:d6:e2:72:36,0
4000,99.71924219,192.168.56.112,192.168.56.234,TCP,74,"502  >  64871 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3483365347 TSecr=1703552604 WS=128",0
4001,99.719286605,192.168.56.112,192.168.56.234,TCP,74,"[TCP Retransmission] 502  >  64871 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3483366359 TSecr=1703552604 WS=128",0
4002,99.721455716,192.168.56.234,192.168.56.112,TCP,74,[TCP Retransmission] 64871  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128 TSval=1703552604 TSecr=0,1
4003,99.721474271,192.168.56.112,192.168.56.234,TCP,74,"[TCP Retransmission] 502  >  64871 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3483368357 TSecr=1703552604 WS=128",0
4004,99.736007555,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:   818; Unit:   1, Func:   3: Read Holding Registers",0
4005,99.73657052,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans:   818; Unit:   1, Func:   3: Read Holding Registers",0
4006,99.736923174,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19309 Ack=21192 Win=64256 Len=0 TSval=4162732331 TSecr=2257571817,0
4007,99.737157041,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 44636; Unit:   1, Func:   6: Write Single Register",0
4008,99.737517354,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 44636; Unit:   1, Func:   6: Write Single Register",0
4009,99.738096846,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:   212; Unit:   1, Func:   6: Write Single Register",0
4010,99.738411811,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:   212; Unit:   1, Func:   6: Write Single Register",0
4011,99.738823041,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 47831; Unit:   1, Func:   6: Write Single Register",0
4012,99.739110503,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 47831; Unit:   1, Func:   6: Write Single Register",0
4013,99.73948041,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 25678; Unit:   1, Func:   6: Write Single Register",0
4014,99.73974971,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 25678; Unit:   1, Func:   6: Write Single Register",0
4015,99.740120674,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 26144; Unit:   1, Func:   6: Write Single Register",0
4016,99.740355474,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 26144; Unit:   1, Func:   6: Write Single Register",0
4017,99.782893462,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19369 Ack=21252 Win=64256 Len=0 TSval=4162732377 TSecr=2257571821,0
4018,100.148811638,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 52989; Unit:   1, Func:   3: Read Holding Registers",0
4019,100.149775582,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 52989; Unit:   1, Func:   3: Read Holding Registers",0
4020,100.150168058,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19381 Ack=21271 Win=64256 Len=0 TSval=4162732744 TSecr=2257572231,0
4021,100.150430809,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 42582; Unit:   1, Func:   6: Write Single Register",0
4022,100.1508163,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 42582; Unit:   1, Func:   6: Write Single Register",0
4023,100.151469666,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 26904; Unit:   1, Func:   6: Write Single Register",0
4024,100.151811813,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 26904; Unit:   1, Func:   6: Write Single Register",0
4025,100.152445663,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 32872; Unit:   1, Func:   6: Write Single Register",0
4026,100.152861915,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 32872; Unit:   1, Func:   6: Write Single Register",0
4027,100.153447808,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 63669; Unit:   1, Func:   6: Write Single Register",0
4028,100.153855177,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 63669; Unit:   1, Func:   6: Write Single Register",0
4029,100.155594479,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 15005; Unit:   1, Func:   6: Write Single Register",0
4030,100.155884597,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 15005; Unit:   1, Func:   6: Write Single Register",0
4031,100.198665315,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19441 Ack=21331 Win=64256 Len=0 TSval=4162732793 TSecr=2257572237,0
4032,100.568037616,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 52137; Unit:   1, Func:   3: Read Holding Registers",0
4033,100.569190682,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 52137; Unit:   1, Func:   3: Read Holding Registers",0
4034,100.569611629,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19453 Ack=21350 Win=64256 Len=0 TSval=4162733164 TSecr=2257572650,0
4035,100.569927712,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 38966; Unit:   1, Func:   6: Write Single Register",0
4036,100.570292032,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 38966; Unit:   1, Func:   6: Write Single Register",0
4037,100.571060224,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 59361; Unit:   1, Func:   6: Write Single Register",0
4038,100.571360785,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 59361; Unit:   1, Func:   6: Write Single Register",0
4039,100.57184311,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  6359; Unit:   1, Func:   6: Write Single Register",0
4040,100.572069823,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  6359; Unit:   1, Func:   6: Write Single Register",0
4041,100.572367964,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 53032; Unit:   1, Func:   6: Write Single Register",0
4042,100.572628709,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 53032; Unit:   1, Func:   6: Write Single Register",0
4043,100.573109669,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 62081; Unit:   1, Func:   6: Write Single Register",0
4044,100.573334519,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 62081; Unit:   1, Func:   6: Write Single Register",0
4045,100.614813819,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19513 Ack=21410 Win=64256 Len=0 TSval=4162733209 TSecr=2257572654,0
4046,100.98078178,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 44530; Unit:   1, Func:   3: Read Holding Registers",0
4047,100.98171231,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 44530; Unit:   1, Func:   3: Read Holding Registers",0
4048,100.982494123,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19525 Ack=21429 Win=64256 Len=0 TSval=4162733577 TSecr=2257573063,0
4049,100.982867979,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  2742; Unit:   1, Func:   6: Write Single Register",0
4050,100.983201916,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  2742; Unit:   1, Func:   6: Write Single Register",0
4051,100.984112835,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 13484; Unit:   1, Func:   6: Write Single Register",0
4052,100.984387612,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 13484; Unit:   1, Func:   6: Write Single Register",0
4053,100.985031998,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 36796; Unit:   1, Func:   6: Write Single Register",0
4054,100.98540044,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 36796; Unit:   1, Func:   6: Write Single Register",0
4055,100.98588176,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  9780; Unit:   1, Func:   6: Write Single Register",0
4056,100.98613529,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  9780; Unit:   1, Func:   6: Write Single Register",0
4057,100.986632068,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:   813; Unit:   1, Func:   6: Write Single Register",0
4058,100.986932555,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:   813; Unit:   1, Func:   6: Write Single Register",0
4059,101.030385243,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19585 Ack=21489 Win=64256 Len=0 TSval=4162733625 TSecr=2257573068,0
4060,101.43262427,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 36138; Unit:   1, Func:   3: Read Holding Registers",0
4061,101.43374475,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans: 36138; Unit:   1, Func:   3: Read Holding Registers",0
4062,101.434190183,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19597 Ack=21508 Win=64256 Len=0 TSval=4162734029 TSecr=2257573515,0
4063,101.434490873,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 45415; Unit:   1, Func:   6: Write Single Register",0
4064,101.434784584,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 45415; Unit:   1, Func:   6: Write Single Register",0
4065,101.435407363,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 40736; Unit:   1, Func:   6: Write Single Register",0
4066,101.435722851,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 40736; Unit:   1, Func:   6: Write Single Register",0
4067,101.436348291,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 55321; Unit:   1, Func:   6: Write Single Register",0
4068,101.436640623,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 55321; Unit:   1, Func:   6: Write Single Register",0
4069,101.437075485,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 52773; Unit:   1, Func:   6: Write Single Register",0
4070,101.437369844,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 52773; Unit:   1, Func:   6: Write Single Register",0
4071,101.437789839,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 58363; Unit:   1, Func:   6: Write Single Register",0
4072,101.438075984,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 58363; Unit:   1, Func:   6: Write Single Register",0
4073,101.482307305,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19657 Ack=21568 Win=64256 Len=0 TSval=4162734077 TSecr=2257573519,0
4074,101.557679117,192.168.56.112,192.168.56.243,TCP,74,"[TCP Retransmission] 502  >  60731 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=1323429074 TSecr=1703552592 WS=128",0
4075,101.561073954,LCFCHeFe_6f:59:d0,PcsCompu_74:96:2b,ARP,60,192.168.56.234 is at 1e:a1:d6:e2:72:36,0
4076,101.568817443,LCFCHeFe_6f:59:d0,PcsCompu_74:96:2b,ARP,60,192.168.56.231 is at 1b:13:f9:36:36:1b,0
4077,101.570980371,192.168.56.231,192.168.56.112,TCP,74,51319  >  502 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM WS=128 TSval=1703552609 TSecr=0,1
4078,101.571007122,PcsCompu_74:96:2b,Broadcast,ARP,42,Who has 192.168.56.231? Tell 192.168.56.112,0
4079,101.74995926,192.168.56.112,192.168.56.234,TCP,74,"[TCP Retransmission] 502  >  64871 [SYN, ACK] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=3483370386 TSecr=1703552604 WS=128",0
4080,101.845283539,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  9963; Unit:   1, Func:   3: Read Holding Registers",0
4081,101.846216215,192.168.56.112,192.168.56.113,Modbus/TCP,85,"Response: Trans:  9963; Unit:   1, Func:   3: Read Holding Registers",0
4082,101.846592761,192.168.56.113,192.168.56.112,TCP,66,40612  >  502 [ACK] Seq=19669 Ack=21587 Win=64256 Len=0 TSval=4162734441 TSecr=2257573927,0
4083,101.846845644,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 61977; Unit:   1, Func:   6: Write Single Register",0
4084,101.847169602,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 61977; Unit:   1, Func:   6: Write Single Register",0
4085,101.847688575,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 45272; Unit:   1, Func:   6: Write Single Register",0
4086,101.848052146,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 45272; Unit:   1, Func:   6: Write Single Register",0
4087,101.848658072,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans:  7145; Unit:   1, Func:   6: Write Single Register",0
4088,101.848921502,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans:  7145; Unit:   1, Func:   6: Write Single Register",0
4089,101.849340021,192.168.56.113,192.168.56.112,Modbus/TCP,78,"   Query: Trans: 58586; Unit:   1, Func:   6: Write Single Register",0
4090,101.849637862,192.168.56.112,192.168.56.113,Modbus/TCP,78,"Response: Trans: 58586; Unit:   1, Func:   6: Write Single Register",0
